Row Number,MAC Address,Channel Name,Partial Service,Frequency (MHz),Modulation,Status,Tx Power (dBmV),Rx Power (dBmV),Attenuation (dB),MER (dB),SNR (dB),SNR Deviation (σ),CCER+CER (%),CER (%),Spectral Response (dB),Composite Equalization [NMTER] (dB),Group Response [PREMTTER] (dB),Echo Response [POSTMTTER] (dB),Deviation of Echo Response (σ),Latest Proactive Scan,Latest Outage Scan
1633,8C:FD:DE:93:9F:D2,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,6.7,N/A,40.3,40.3,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1634,10:D7:B0:F5:F3:3D,Integrated-Cable1/0/3-downstream14,none,687,QAM-256,Online,N/A,-1.2,N/A,40.3,40.3,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1635,10:D7:B0:F5:F3:3D,Integrated-Cable1/0/3-downstream15,none,693,QAM-256,Online,N/A,-1.3,N/A,40.3,40.3,0,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1636,10:D7:B0:F5:F3:3D,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,-1.6,N/A,40.4,40.3,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1637,10:D7:B0:F5:F3:3D,Integrated-Cable1/0/3-downstream25,none,801,QAM-256,Online,N/A,-1.6,N/A,40.3,40.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1638,10:D7:B0:F5:F3:3D,Integrated-Cable1/0/3-downstream26,none,807,QAM-256,Online,N/A,-1.8,N/A,40.3,40.3,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1639,48:4B:D4:41:E3:84,Integrated-Cable1/0/3-downstream17,none,705,QAM-256,Online,N/A,4.6,N/A,40.3,40.3,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1640,48:4B:D4:41:E3:84,Integrated-Cable1/0/3-downstream18,none,711,QAM-256,Online,N/A,4.6,N/A,40.3,40.3,0,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1641,48:4B:D4:41:E3:84,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,4.8,N/A,40.3,40.3,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1642,F4:C1:14:AB:3A:F4,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,0.1,N/A,40.3,40.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1643,48:4B:D4:42:5D:F4,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,1.4,N/A,40.3,40.3,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1644,48:4B:D4:42:5D:F4,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,1.4,N/A,40.3,40.3,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1645,48:4B:D4:42:5D:F4,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,1.3,N/A,40.3,40.3,0,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1646,F4:C1:14:ED:23:04,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,-3,N/A,40.2,40.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1647,F4:C1:14:ED:23:04,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,-3.8,N/A,40.3,40.3,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1648,F4:C1:14:ED:23:04,Integrated-Cable1/0/3-downstream21,none,729,QAM-256,Online,N/A,-3.7,N/A,40.3,40.3,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1649,F4:C1:14:ED:23:04,Integrated-Cable1/0/3-downstream22,none,735,QAM-256,Online,N/A,-3.8,N/A,40.3,40.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1650,F4:C1:14:ED:23:04,Integrated-Cable1/0/3-downstream23,none,741,QAM-256,Online,N/A,-3.8,N/A,40.3,40.3,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1651,F4:C1:14:ED:23:04,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,-4,N/A,40.3,40.3,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1652,F4:C1:14:ED:23:04,Integrated-Cable1/0/3-downstream25,none,801,QAM-256,Online,N/A,-4,N/A,40.4,40.3,0.2,0,0,27,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1653,30:24:78:67:D9:78,Integrated-Cable1/0/3-downstream22,none,735,QAM-256,Online,N/A,6,N/A,40.2,40.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1654,30:24:78:67:D9:78,Integrated-Cable1/0/3-downstream23,none,741,QAM-256,Online,N/A,6,N/A,40.3,40.3,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1655,30:24:78:67:D9:78,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,6,N/A,40.3,40.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1656,08:7E:64:AA:63:AC,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,3.3,N/A,40.3,40.3,0,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1657,08:7E:64:AA:63:AC,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,3.1,N/A,40.2,40.3,0,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1658,08:7E:64:AA:63:AC,Integrated-Cable1/0/3-downstream10,none,663,QAM-256,Online,N/A,2.7,N/A,40.2,40.3,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1659,08:7E:64:AA:63:AC,Integrated-Cable1/0/3-downstream25,none,801,QAM-256,Online,N/A,1.9,N/A,40.3,40.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1660,3C:B7:4B:58:13:44,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,-0.2,N/A,40.3,40.3,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1661,84:01:12:30:57:09,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,11.9,N/A,40.4,40.3,0.1,0.0001,0.0001,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1662,84:01:12:30:57:09,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,11.9,N/A,40.3,40.3,0,0.0001,0.0001,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1663,84:01:12:30:57:09,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,12,N/A,40.3,40.3,0,0.0001,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1664,84:01:12:30:57:09,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,11.9,N/A,40.3,40.3,0,0.0001,0.0001,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1665,84:01:12:30:57:09,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,11.9,N/A,40.3,40.3,0,0.0001,0.0001,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1666,84:01:12:30:57:09,Integrated-Cable1/0/3-downstream8,none,651,QAM-256,Online,N/A,11.9,N/A,40.3,40.3,0.1,0.0001,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1667,44:1C:12:59:DB:7C,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,5.3,N/A,40.3,40.3,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1668,44:1C:12:59:DB:7C,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,5.2,N/A,40.3,40.3,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1669,44:1C:12:59:DB:7C,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,5.2,N/A,40.3,40.3,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1670,44:1C:12:59:DB:7C,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,5.4,N/A,40.3,40.3,0.1,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1671,44:1C:12:59:DB:7C,Integrated-Cable1/0/3-downstream8,none,651,QAM-256,Online,N/A,5.3,N/A,40.3,40.3,0.1,0,0,37,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1672,44:1C:12:59:DB:7C,Integrated-Cable1/0/3-downstream9,none,657,QAM-256,Online,N/A,5.4,N/A,40.4,40.3,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1673,44:1C:12:59:DB:7C,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,5.2,N/A,40.3,40.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1674,44:1C:12:59:DB:7C,Integrated-Cable1/0/3-downstream28,none,819,QAM-256,Online,N/A,4.5,N/A,40.3,40.3,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1675,44:1C:12:59:DB:7C,Integrated-Cable1/0/3-downstream30,none,831,QAM-256,Online,N/A,4.6,N/A,40.3,40.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1676,B0:BB:E5:45:01:D8,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,5.8,N/A,40.2,40.3,0.1,0.0001,0.0001,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1677,B0:BB:E5:45:01:D8,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,5.7,N/A,40.2,40.3,0.1,0.0001,0.0001,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1678,B0:BB:E5:45:01:D8,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,5.8,N/A,40.2,40.3,0.1,0.0001,0.0001,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1679,B0:BB:E5:45:01:D8,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,5.9,N/A,40.4,40.3,0.1,0.0001,0.0001,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1680,B0:BB:E5:45:01:D8,Integrated-Cable1/0/3-downstream8,none,651,QAM-256,Online,N/A,5.9,N/A,40.3,40.3,0.1,0.0001,0.0001,37,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1681,B0:BB:E5:45:01:D8,Integrated-Cable1/0/3-downstream9,none,657,QAM-256,Online,N/A,5.9,N/A,40.4,40.3,0.1,0.0001,0.0001,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1682,B0:BB:E5:45:01:D8,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,5.7,N/A,40.4,40.3,0.1,0.0001,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1683,B0:BB:E5:45:01:D8,Integrated-Cable1/0/3-downstream31,none,837,QAM-256,Online,N/A,5.1,N/A,40.3,40.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1684,08:7E:64:44:F6:DC,Integrated-Cable1/0/3-downstream23,none,741,QAM-256,Online,N/A,-1.2,N/A,40.3,40.3,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1685,08:7E:64:44:F6:DC,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,-1.1,N/A,40.4,40.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1686,90:58:51:56:86:04,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,-3.6,N/A,40.3,40.3,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1687,6C:BA:B8:EE:15:6F,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,0.2,N/A,40.4,40.3,0,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1688,6C:BA:B8:EE:15:6F,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,-0.1,N/A,40.3,40.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1689,B8:66:85:EC:F0:05,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,7.5,N/A,40.3,40.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1690,B8:66:85:EC:F0:05,Integrated-Cable1/0/3-downstream8,none,651,QAM-256,Online,N/A,7.5,N/A,40.3,40.3,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1691,B8:66:85:EC:F0:05,Integrated-Cable1/0/3-downstream9,none,657,QAM-256,Online,N/A,7.6,N/A,40.3,40.3,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1692,B8:66:85:EC:F0:05,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,7.6,N/A,40.3,40.3,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1693,B8:66:85:EC:F0:05,Integrated-Cable1/0/3-downstream28,none,819,QAM-256,Online,N/A,7.4,N/A,40.3,40.3,0.2,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1694,B8:66:85:EC:F0:05,Integrated-Cable1/0/3-downstream29,none,825,QAM-256,Online,N/A,7.4,N/A,40.3,40.3,0.2,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1695,60:D2:48:7D:5C:FB,Integrated-Cable1/0/3-downstream21,none,729,QAM-256,Online,N/A,5.5,N/A,40.2,40.3,0,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1696,60:D2:48:7D:5C:FB,Integrated-Cable1/0/3-downstream22,none,735,QAM-256,Online,N/A,5.6,N/A,40.3,40.3,0,0,0,38,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1697,60:D2:48:7D:5C:FB,Integrated-Cable1/0/3-downstream23,none,741,QAM-256,Online,N/A,5.7,N/A,40.3,40.3,0,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1698,EC:BE:DD:AA:9B:00,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,2.1,N/A,40.3,40.3,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1699,EC:BE:DD:AA:9B:00,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,2,N/A,40.3,40.3,0,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1700,EC:BE:DD:AA:9B:00,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,2,N/A,40.2,40.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1701,EC:BE:DD:AA:9B:00,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,2,N/A,40.3,40.3,0,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1702,EC:BE:DD:AA:9B:00,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,1.9,N/A,40.3,40.3,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1703,EC:BE:DD:AA:9B:00,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,1.8,N/A,40.3,40.3,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1704,EC:BE:DD:AA:9B:00,Integrated-Cable1/0/3-downstream9,none,657,QAM-256,Online,N/A,1.6,N/A,40.3,40.3,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1705,EC:BE:DD:AA:9B:00,Integrated-Cable1/0/3-downstream27,none,813,QAM-256,Online,N/A,0.4,N/A,40.2,40.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1706,98:77:E7:C9:71:24,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,0.3,N/A,40.3,40.3,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1707,98:77:E7:C9:71:24,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,0.3,N/A,40.2,40.3,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1708,98:77:E7:C9:71:24,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,0.3,N/A,40.3,40.3,0.1,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1709,98:77:E7:C9:71:24,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,0.3,N/A,40.3,40.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1710,98:77:E7:C9:71:24,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,0.3,N/A,40.3,40.3,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1711,98:77:E7:C9:71:24,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,0.2,N/A,40.3,40.3,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1712,98:77:E7:C9:71:24,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,0.3,N/A,40.3,40.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1713,98:77:E7:C9:71:24,Integrated-Cable1/0/3-downstream8,none,651,QAM-256,Online,N/A,0.2,N/A,40.2,40.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1714,98:77:E7:C9:71:24,Integrated-Cable1/0/3-downstream9,none,657,QAM-256,Online,N/A,0.3,N/A,40.3,40.3,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1715,98:77:E7:C9:71:24,Integrated-Cable1/0/3-downstream10,none,663,QAM-256,Online,N/A,0.2,N/A,40.3,40.3,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1716,98:77:E7:C9:71:24,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,0.2,N/A,40.3,40.3,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1717,08:7E:64:40:66:2C,Integrated-Cable1/0/3-downstream22,none,735,QAM-256,Online,N/A,5.5,N/A,40.2,40.3,0.1,0,0,27,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1718,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream1,none,609,QAM-256,Online,N/A,1,N/A,40.2,40.3,0.4,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1719,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,0.7,N/A,40.2,40.3,0.4,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1720,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream10,none,663,QAM-256,Online,N/A,0.8,N/A,40.3,40.3,0.4,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1721,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream13,none,681,QAM-256,Online,N/A,0.6,N/A,40.3,40.3,0.4,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1722,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream14,none,687,QAM-256,Online,N/A,0.7,N/A,40.3,40.3,0.4,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1723,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream15,none,693,QAM-256,Online,N/A,0.4,N/A,40.3,40.3,0.3,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1724,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream16,none,699,QAM-256,Online,N/A,0.2,N/A,40.2,40.3,0.4,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1725,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream17,none,705,QAM-256,Online,N/A,0.3,N/A,40.3,40.3,0.4,0.0001,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1726,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream18,none,711,QAM-256,Online,N/A,0.2,N/A,40.3,40.3,0.4,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1727,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,0.3,N/A,40.3,40.3,0.4,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1728,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream20,none,723,QAM-256,Online,N/A,0,N/A,40.3,40.3,0.4,0.0001,0.0001,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1729,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream21,none,729,QAM-256,Online,N/A,0.2,N/A,40.3,40.3,0.4,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1730,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream22,none,735,QAM-256,Online,N/A,0.3,N/A,40.4,40.3,0.4,0.0006,0.0004,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1731,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream23,none,741,QAM-256,Online,N/A,0.1,N/A,40.3,40.3,0.4,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1732,EC:BE:DD:B0:53:D8,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,0,N/A,40.3,40.3,0.4,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1733,84:01:12:31:47:8D,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,1.4,N/A,40.4,40.3,0,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1734,84:01:12:31:47:8D,Integrated-Cable1/0/3-downstream10,none,663,QAM-256,Online,N/A,1.3,N/A,40.3,40.3,0,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
1735,84:01:12:31:47:8D,Integrated-Cable1/0/3-downstream15,none,693,QAM-256,Online,N/A,1.1,N/A,40.4,40.3,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
